ID,quarter,year,age,sex,race,fam_income,has_partner,education,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,treatment,pair_id
20200706202011,3,2020,37,female,white,150000,TRUE,Masters,2,2,West,employed,FALSE,non-metropolitan,TRUE,80
20200706202041,3,2020,39,male,white,100000,TRUE,Bachelors,1,6,Northeast,employed,FALSE,metropolitan,TRUE,81
20200706202115,3,2020,47,male,white,100000,TRUE,Masters,3,10,West,employed,FALSE,metropolitan,TRUE,82
20200706202123,3,2020,37,female,white,150000,TRUE,Masters,1,5,West,employed,FALSE,metropolitan,TRUE,83
20200706202124,3,2020,39,female,asian,75000,TRUE,Some college,2,8,West,employed,TRUE,metropolitan,TRUE,84
20200706202154,3,2020,29,female,white,75000,TRUE,Masters,2,1,Northeast,employed,FALSE,metropolitan,TRUE,85
20200706202183,3,2020,48,female,white,100000,TRUE,Bachelors,2,11,South,employed,FALSE,metropolitan,TRUE,86
20200706202196,3,2020,30,female,white,100000,TRUE,Some college,2,5,West,employed,FALSE,metropolitan,TRUE,87
20200706202199,3,2020,53,male,white,100000,TRUE,Bachelors,2,4,Northeast,employed,FALSE,metropolitan,TRUE,89
20200706202249,3,2020,35,female,white,100000,TRUE,Bachelors,2,0,South,employed,FALSE,metropolitan,TRUE,90
20200706202278,3,2020,32,male,white,75000,TRUE,Masters,2,0,South,not employed,FALSE,metropolitan,TRUE,91
20200706202286,3,2020,39,male,white,150000,TRUE,Masters,1,1,West,employed,FALSE,metropolitan,TRUE,92
20200706202332,3,2020,40,male,white,20000,TRUE,HS,2,7,South,not employed,FALSE,metropolitan,TRUE,93
20200706202367,3,2020,42,female,white,150000,TRUE,Doctoral,2,10,South,employed,FALSE,metropolitan,TRUE,94
20200706202371,3,2020,34,female,white,100000,TRUE,Some college,1,8,South,employed,FALSE,non-metropolitan,TRUE,95
20200707200199,3,2020,20,male,white,35000,FALSE,HS,1,2,West,"NA",FALSE,metropolitan,TRUE,96
20200707200634,3,2020,47,male,white,150000,FALSE,Bachelors,2,10,South,"NA",FALSE,metropolitan,TRUE,97
20200707200807,3,2020,39,female,white,40000,TRUE,Did not graduate from HS,3,2,Northeast,employed,FALSE,metropolitan,TRUE,98
20200707201005,3,2020,33,male,black,50000,TRUE,Some college,2,6,Midwest,employed,FALSE,metropolitan,TRUE,99
20200707201062,3,2020,48,female,white,100000,TRUE,Bachelors,3,9,Midwest,employed,FALSE,metropolitan,TRUE,100
20200707201064,3,2020,55,male,white,150000,TRUE,Masters,1,8,South,employed,FALSE,metropolitan,TRUE,101
20200707201483,3,2020,35,female,black,15000,FALSE,Some college,2,5,West,"NA",FALSE,metropolitan,TRUE,102
20200707201489,3,2020,50,male,white,150000,TRUE,Bachelors,2,12,Northeast,employed,FALSE,metropolitan,TRUE,103
20200707201792,3,2020,35,male,asian,150000,TRUE,Masters,1,5,Northeast,not employed,FALSE,metropolitan,TRUE,105
20200707201914,3,2020,64,female,white,100000,TRUE,Bachelors,1,1,South,not employed,FALSE,metropolitan,TRUE,106
20200707202081,3,2020,40,male,white,75000,TRUE,HS,3,4,Midwest,employed,FALSE,metropolitan,TRUE,107
20200805201165,3,2020,38,female,white,15000,TRUE,Some college,2,6,South,not employed,FALSE,non-metropolitan,TRUE,108
20200806200286,3,2020,21,female,white,25000,TRUE,HS,2,1,South,employed,FALSE,metropolitan,TRUE,109
20200806200609,3,2020,37,male,white,15000,TRUE,Masters,3,2,Midwest,employed,FALSE,metropolitan,TRUE,110
20200806200750,3,2020,29,female,white,75000,TRUE,Bachelors,1,7,South,employed,FALSE,non-metropolitan,TRUE,111
20200806201839,3,2020,51,female,asian,75000,TRUE,Bachelors,2,9,West,employed,TRUE,metropolitan,TRUE,112
20200806201864,3,2020,34,male,white,25000,TRUE,Some college,3,8,South,employed,FALSE,metropolitan,TRUE,113
20200806201879,3,2020,54,male,white,100000,TRUE,Doctoral,3,5,Northeast,not employed,FALSE,metropolitan,TRUE,114
20200806201904,3,2020,50,male,white,100000,TRUE,Masters,1,11,South,employed,TRUE,non-metropolitan,TRUE,115
20200806201981,3,2020,45,male,white,100000,FALSE,Some college,2,8,Midwest,"NA",FALSE,metropolitan,TRUE,116
20200806202177,3,2020,50,female,white,100000,TRUE,Masters,1,6,South,employed,FALSE,metropolitan,TRUE,117
20200807200012,3,2020,42,female,white,100000,TRUE,Masters,1,6,Northeast,employed,FALSE,metropolitan,TRUE,118
20200807200069,3,2020,39,male,white,50000,FALSE,Bachelors,1,6,South,"NA",FALSE,metropolitan,TRUE,119
20200807200089,3,2020,23,male,white,20000,FALSE,Some college,1,5,Northeast,"NA",TRUE,metropolitan,TRUE,120
20200807200140,3,2020,19,male,black,50000,FALSE,Did not graduate from HS,2,9,Northeast,"NA",TRUE,metropolitan,TRUE,121
20200807200160,3,2020,17,female,white,75000,FALSE,Did not graduate from HS,2,3,South,"NA",TRUE,metropolitan,TRUE,122
20200807200161,3,2020,16,male,white,100000,FALSE,Did not graduate from HS,5,7,West,"NA",TRUE,metropolitan,TRUE,123
20200807200242,3,2020,17,female,white,75000,FALSE,Did not graduate from HS,2,11,Midwest,"NA",TRUE,metropolitan,TRUE,124
20200807200254,3,2020,19,male,white,75000,FALSE,HS,2,3,South,"NA",TRUE,metropolitan,TRUE,125
20200807200258,3,2020,15,female,white,150000,FALSE,Did not graduate from HS,3,9,Northeast,"NA",TRUE,metropolitan,TRUE,126
20200807200505,3,2020,38,female,white,60000,TRUE,HS,2,10,South,employed,FALSE,metropolitan,TRUE,128
20200807200546,3,2020,33,female,white,100000,TRUE,Bachelors,3,0,South,employed,FALSE,metropolitan,TRUE,129
20200807200637,3,2020,48,female,white,100000,TRUE,HS,1,12,Northeast,employed,FALSE,non-metropolitan,TRUE,130
20200807200663,3,2020,39,male,white,25000,FALSE,Did not graduate from HS,2,7,South,"NA",FALSE,metropolitan,TRUE,131
20200807200676,3,2020,36,female,white,60000,TRUE,Some college,4,5,Midwest,employed,FALSE,metropolitan,TRUE,132
20200807200696,3,2020,37,male,white,50000,TRUE,Did not graduate from HS,3,5,Northeast,not employed,FALSE,metropolitan,TRUE,133
20200807200744,3,2020,28,female,white,40000,TRUE,Some college,1,7,South,employed,FALSE,metropolitan,TRUE,134
20200807200808,3,2020,34,male,white,150000,TRUE,Masters,2,1,Midwest,employed,FALSE,metropolitan,TRUE,135
20200807200822,3,2020,45,female,white,150000,TRUE,Bachelors,1,7,Midwest,employed,FALSE,metropolitan,TRUE,136
20200807200834,3,2020,34,male,white,150000,TRUE,Masters,1,1,Northeast,employed,FALSE,metropolitan,TRUE,137
20200807200835,3,2020,36,male,white,60000,TRUE,HS,3,2,West,not employed,FALSE,metropolitan,TRUE,138
20200807200908,3,2020,43,male,white,100000,TRUE,Bachelors,2,7,Midwest,employed,FALSE,metropolitan,TRUE,140
20200807200921,3,2020,41,female,white,60000,TRUE,Bachelors,3,8,Midwest,employed,FALSE,non-metropolitan,TRUE,141
20200807200955,3,2020,33,female,white,40000,TRUE,HS,2,2,West,employed,FALSE,metropolitan,TRUE,142
20200807200984,3,2020,49,female,white,150000,TRUE,Bachelors,1,12,Midwest,employed,FALSE,metropolitan,TRUE,143
20200807201101,3,2020,48,female,white,100000,TRUE,Doctoral,1,11,South,employed,FALSE,metropolitan,TRUE,144
20200807201143,3,2020,44,male,black,30000,TRUE,Bachelors,2,7,Northeast,employed,FALSE,metropolitan,TRUE,145
20200807201159,3,2020,46,female,white,100000,TRUE,Bachelors,1,7,West,employed,FALSE,metropolitan,TRUE,147
20200807201162,3,2020,29,female,asian,50000,TRUE,HS,1,4,West,employed,FALSE,metropolitan,TRUE,148
20200807201195,3,2020,31,female,white,100000,TRUE,Bachelors,1,2,Midwest,employed,FALSE,metropolitan,TRUE,149
20200807201241,3,2020,40,female,white,30000,FALSE,Bachelors,1,7,West,"NA",FALSE,non-metropolitan,TRUE,150
20200807201249,3,2020,36,male,white,150000,TRUE,Doctoral,2,2,South,employed,FALSE,metropolitan,TRUE,151
20200807201253,3,2020,36,male,white,100000,TRUE,Doctoral,2,5,South,employed,FALSE,metropolitan,TRUE,152
20200807201271,3,2020,42,female,white,100000,TRUE,Some college,2,2,South,employed,FALSE,metropolitan,TRUE,153
20200807201302,3,2020,35,male,white,100000,TRUE,Masters,3,1,Midwest,employed,FALSE,non-metropolitan,TRUE,154
20200807201334,3,2020,29,female,black,60000,FALSE,Bachelors,1,0,South,"NA",FALSE,metropolitan,TRUE,155
20200807201385,3,2020,38,female,white,50000,TRUE,HS,2,9,South,employed,FALSE,metropolitan,TRUE,156
20200807201394,3,2020,35,female,white,75000,TRUE,Bachelors,2,6,South,employed,FALSE,metropolitan,TRUE,158
20200807201420,3,2020,46,male,white,150000,TRUE,Bachelors,2,10,South,employed,FALSE,metropolitan,TRUE,159
20200807201461,3,2020,37,male,white,75000,TRUE,Bachelors,1,7,Northeast,employed,FALSE,non-metropolitan,TRUE,160
20200807201478,3,2020,41,female,white,150000,TRUE,Bachelors,3,8,West,employed,FALSE,metropolitan,TRUE,161
20200807201480,3,2020,45,male,white,150000,TRUE,Masters,2,4,Northeast,employed,FALSE,metropolitan,TRUE,162
20200807201494,3,2020,36,female,white,60000,TRUE,Bachelors,3,2,South,employed,FALSE,metropolitan,TRUE,163
20200807201508,3,2020,38,male,asian,150000,TRUE,Bachelors,1,7,Northeast,not employed,FALSE,metropolitan,TRUE,164
20200807201509,3,2020,39,female,white,100000,TRUE,Bachelors,2,4,South,employed,FALSE,metropolitan,TRUE,165
20200807201546,3,2020,59,female,white,0,FALSE,HS,2,8,Northeast,"NA",FALSE,metropolitan,TRUE,166
20200807201557,3,2020,68,male,white,100000,TRUE,HS,1,5,Northeast,employed,FALSE,metropolitan,TRUE,167
20200807201640,3,2020,50,male,white,75000,TRUE,Masters,1,4,South,employed,FALSE,metropolitan,TRUE,168
20200807201643,3,2020,43,female,black,150000,FALSE,Masters,2,9,South,"NA",FALSE,metropolitan,TRUE,169
20200807201651,3,2020,41,female,white,100000,TRUE,Some college,2,7,South,employed,FALSE,metropolitan,TRUE,170
20200807201658,3,2020,31,male,white,60000,TRUE,HS,2,5,South,employed,FALSE,metropolitan,TRUE,171
20200807201666,3,2020,49,male,white,60000,FALSE,Some college,3,10,South,"NA",FALSE,metropolitan,TRUE,172
20200807201673,3,2020,43,male,white,150000,TRUE,Some college,1,5,West,employed,FALSE,metropolitan,TRUE,173
20200807201674,3,2020,41,female,white,150000,TRUE,Masters,3,6,Midwest,employed,FALSE,metropolitan,TRUE,174
20200807201681,3,2020,36,female,white,150000,TRUE,Masters,2,2,South,employed,FALSE,metropolitan,TRUE,175
20200807201755,3,2020,33,female,white,100000,TRUE,Bachelors,1,5,Midwest,employed,FALSE,metropolitan,TRUE,177
20200807201775,3,2020,33,female,white,60000,TRUE,Some college,1,6,West,employed,FALSE,metropolitan,TRUE,178
20200807201806,3,2020,38,female,asian,50000,TRUE,Did not graduate from HS,2,7,Northeast,employed,FALSE,metropolitan,TRUE,179
20200807201817,3,2020,38,male,white,60000,FALSE,HS,3,7,West,"NA",FALSE,metropolitan,TRUE,180
20200807201819,3,2020,27,female,white,25000,TRUE,Some college,2,1,South,employed,FALSE,non-metropolitan,TRUE,181
20200807201899,3,2020,42,female,white,100000,TRUE,Masters,2,7,Northeast,employed,FALSE,metropolitan,TRUE,182
20200807201933,3,2020,30,male,white,50000,TRUE,Some college,1,3,South,employed,FALSE,metropolitan,TRUE,183
20200807201957,3,2020,39,female,white,100000,FALSE,Doctoral,2,8,Northeast,"NA",FALSE,metropolitan,TRUE,184
20200807201993,3,2020,27,female,white,30000,FALSE,HS,2,3,Midwest,"NA",FALSE,metropolitan,TRUE,185
20200807202037,3,2020,58,male,white,150000,TRUE,Masters,1,10,Northeast,not employed,FALSE,metropolitan,TRUE,186
20200807202050,3,2020,45,male,white,100000,TRUE,Bachelors,2,10,Midwest,employed,FALSE,metropolitan,TRUE,187
20200807202075,3,2020,38,male,white,100000,TRUE,HS,2,5,West,employed,FALSE,metropolitan,TRUE,188
20200807202083,3,2020,28,female,black,10000,FALSE,HS,2,5,South,"NA",FALSE,metropolitan,TRUE,189
20200807202113,3,2020,40,male,asian,150000,TRUE,Did not graduate from HS,1,10,South,employed,FALSE,metropolitan,TRUE,190
20200807202128,3,2020,39,female,white,100000,TRUE,Bachelors,6,6,West,employed,FALSE,metropolitan,TRUE,191
20200807202190,3,2020,30,female,black,40000,TRUE,Masters,1,1,West,not employed,FALSE,non-metropolitan,TRUE,193
20200807202225,3,2020,35,male,white,75000,TRUE,Some college,3,0,South,employed,FALSE,non-metropolitan,TRUE,194
20200807202231,3,2020,49,male,white,150000,TRUE,Bachelors,3,12,West,employed,FALSE,metropolitan,TRUE,195
20200807202235,3,2020,42,female,white,40000,FALSE,HS,3,6,Midwest,"NA",FALSE,metropolitan,TRUE,196
20200807202241,3,2020,35,female,white,150000,TRUE,Bachelors,5,4,Northeast,employed,FALSE,metropolitan,TRUE,197
20200807202259,3,2020,33,female,white,150000,TRUE,HS,2,4,Midwest,employed,FALSE,metropolitan,TRUE,198
20200807202308,3,2020,36,male,white,40000,TRUE,Masters,2,2,Northeast,employed,FALSE,non-metropolitan,TRUE,199
20200807202366,3,2020,44,female,white,7500,FALSE,Some college,1,11,South,"NA",FALSE,metropolitan,TRUE,200
20200808200053,3,2020,38,female,white,60000,TRUE,Some college,1,3,Midwest,employed,FALSE,non-metropolitan,TRUE,201
20200808200288,3,2020,16,male,white,150000,FALSE,Did not graduate from HS,2,10,Northeast,"NA",TRUE,metropolitan,TRUE,202
20200808200512,3,2020,37,female,black,20000,FALSE,Some college,4,5,Midwest,"NA",FALSE,metropolitan,TRUE,203
20200808200544,3,2020,66,female,white,75000,TRUE,Some college,1,3,West,employed,FALSE,metropolitan,TRUE,204
20200808200926,3,2020,38,female,white,150000,TRUE,Masters,2,8,Northeast,employed,FALSE,metropolitan,TRUE,205
20200808201076,3,2020,29,male,white,75000,TRUE,Some college,2,2,Midwest,employed,FALSE,non-metropolitan,TRUE,206
20200808201088,3,2020,44,male,white,50000,TRUE,HS,3,7,South,not employed,FALSE,metropolitan,TRUE,207
20200808201483,3,2020,34,female,white,150000,TRUE,Bachelors,3,3,Midwest,employed,FALSE,metropolitan,TRUE,209
20200808201640,3,2020,48,female,white,150000,TRUE,Bachelors,3,10,South,employed,FALSE,metropolitan,TRUE,210
20200808202350,3,2020,45,male,white,150000,FALSE,Bachelors,3,10,Northeast,"NA",FALSE,metropolitan,TRUE,212
20200907200074,3,2020,24,female,white,40000,FALSE,HS,2,5,South,"NA",TRUE,metropolitan,TRUE,213
20200907200154,3,2020,15,female,asian,100000,FALSE,Did not graduate from HS,2,12,West,"NA",TRUE,metropolitan,TRUE,214
20200907200543,3,2020,33,female,white,30000,TRUE,Did not graduate from HS,3,5,South,employed,FALSE,metropolitan,TRUE,216
20200907200687,3,2020,44,female,black,40000,FALSE,Masters,2,6,South,"NA",FALSE,metropolitan,TRUE,217
20200907200772,3,2020,47,female,black,100000,FALSE,Bachelors,1,11,South,"NA",FALSE,metropolitan,TRUE,218
20200907201075,3,2020,33,female,white,75000,TRUE,HS,4,3,West,employed,FALSE,metropolitan,TRUE,219
20200907201103,3,2020,35,female,white,30000,FALSE,Some college,2,0,Northeast,"NA",FALSE,metropolitan,TRUE,220
20200907201126,3,2020,43,female,white,150000,TRUE,Masters,2,11,Midwest,employed,FALSE,metropolitan,TRUE,221
20200907201186,3,2020,46,male,black,40000,TRUE,Masters,2,11,South,employed,FALSE,metropolitan,TRUE,222
20200907201217,3,2020,32,male,black,30000,TRUE,HS,2,4,Northeast,not employed,FALSE,metropolitan,TRUE,223
20200907201368,3,2020,30,female,white,20000,TRUE,Did not graduate from HS,1,7,Northeast,not employed,FALSE,metropolitan,TRUE,224
20200907201399,3,2020,43,male,white,100000,TRUE,HS,2,6,Northeast,not employed,FALSE,metropolitan,TRUE,225
20200907201536,3,2020,27,female,white,100000,TRUE,HS,2,1,South,employed,FALSE,metropolitan,TRUE,226
20200907201726,3,2020,32,male,white,60000,TRUE,Some college,2,5,South,employed,FALSE,metropolitan,TRUE,227
20200907201812,3,2020,47,male,black,60000,TRUE,Some college,1,11,South,employed,FALSE,metropolitan,TRUE,228
20200907201994,3,2020,37,female,white,60000,TRUE,Some college,2,8,Northeast,not employed,FALSE,metropolitan,TRUE,229
20200907202019,3,2020,31,male,white,50000,TRUE,HS,3,2,South,employed,FALSE,non-metropolitan,TRUE,230
20200907202137,3,2020,40,male,white,40000,FALSE,HS,3,10,South,"NA",FALSE,non-metropolitan,TRUE,231
20200907202180,3,2020,48,male,asian,150000,TRUE,Masters,2,10,West,employed,FALSE,metropolitan,TRUE,232
20200907202208,3,2020,33,male,white,100000,TRUE,Some college,2,2,Northeast,employed,FALSE,metropolitan,TRUE,233
20200908200007,3,2020,35,female,white,150000,TRUE,Masters,2,0,Northeast,employed,FALSE,metropolitan,TRUE,234
20200908200077,3,2020,17,female,white,150000,FALSE,Did not graduate from HS,3,11,West,"NA",TRUE,non-metropolitan,TRUE,236
20200908200141,3,2020,15,female,white,100000,FALSE,Did not graduate from HS,4,3,South,"NA",TRUE,metropolitan,TRUE,237
20200908200149,3,2020,25,female,white,10000,FALSE,HS,1,3,South,"NA",FALSE,metropolitan,TRUE,238
20200908200193,3,2020,24,female,white,50000,TRUE,HS,1,4,Midwest,employed,FALSE,non-metropolitan,TRUE,239
20200908200244,3,2020,15,male,white,40000,FALSE,Did not graduate from HS,2,10,South,"NA",TRUE,metropolitan,TRUE,240
20200908200269,3,2020,19,female,white,7500,FALSE,HS,3,6,South,"NA",TRUE,metropolitan,TRUE,241
20200908200284,3,2020,23,male,white,75000,TRUE,HS,1,3,South,employed,FALSE,metropolitan,TRUE,242
20200908200306,3,2020,16,female,asian,150000,FALSE,Did not graduate from HS,2,10,West,"NA",TRUE,metropolitan,TRUE,243
20200908200502,3,2020,33,female,white,30000,TRUE,Some college,3,0,South,employed,FALSE,metropolitan,TRUE,244
20200908200504,3,2020,41,female,white,150000,TRUE,Some college,2,7,West,employed,FALSE,metropolitan,TRUE,245
20200908200510,3,2020,44,female,white,150000,TRUE,Bachelors,2,11,Northeast,employed,FALSE,metropolitan,TRUE,246
20200908200522,3,2020,45,female,white,150000,TRUE,Masters,2,9,Midwest,employed,FALSE,metropolitan,TRUE,247
20200908200609,3,2020,36,female,white,150000,TRUE,Masters,1,5,Midwest,not employed,FALSE,metropolitan,TRUE,248
20200908200630,3,2020,41,female,white,150000,TRUE,Bachelors,2,10,South,employed,FALSE,metropolitan,TRUE,249
20200908200660,3,2020,48,male,white,75000,TRUE,Some college,1,1,South,employed,FALSE,metropolitan,TRUE,250
20200908200661,3,2020,44,female,white,60000,TRUE,HS,2,5,West,employed,FALSE,metropolitan,TRUE,251
20200908200692,3,2020,28,female,white,50000,TRUE,Bachelors,1,0,South,employed,FALSE,metropolitan,TRUE,253
20200908200702,3,2020,30,male,white,10000,FALSE,Bachelors,2,5,South,"NA",FALSE,metropolitan,TRUE,254
20200908200752,3,2020,32,female,white,100000,TRUE,Masters,1,0,South,employed,FALSE,metropolitan,TRUE,255
20200908200778,3,2020,38,male,white,60000,TRUE,Some college,1,10,Northeast,employed,FALSE,metropolitan,TRUE,256
