ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,labor_force_status,partner_working,elder_in_HH,metropolitan,treatment,pair_id
20150303151494,2015,61,male,black,10000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,55
20150907151474,2015,15,female,other,10000,FALSE,Did not graduate from HS,TRUE,2,5,West,not in labor force,"NA",TRUE,metropolitan,FALSE,56
20150201151901,2015,32,female,white,60000,TRUE,Bachelors,TRUE,2,0,West,employed - at work,employed,FALSE,metropolitan,FALSE,57
20150403150156,2015,66,male,white,50000,TRUE,Did not graduate from HS,TRUE,2,1,South,employed - at work,"NA",FALSE,metropolitan,FALSE,58
20150605151119,2015,32,male,white,50000,TRUE,HS,TRUE,3,1,Midwest,employed - at work,employed,FALSE,non-metropolitan,FALSE,59
20150606151139,2015,66,male,white,60000,TRUE,HS,FALSE,0,0,Midwest,not in labor force,not employed,FALSE,metropolitan,FALSE,60
20151009151217,2015,69,male,white,60000,TRUE,Masters,FALSE,0,0,South,not in labor force,not employed,FALSE,non-metropolitan,FALSE,61
20150112140722,2015,68,female,white,15000,FALSE,HS,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,non-metropolitan,FALSE,62
20151009151784,2015,63,female,white,35000,FALSE,HS,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,63
20151110152438,2015,61,male,white,60000,TRUE,HS,FALSE,0,0,South,employed - at work,employed,FALSE,non-metropolitan,FALSE,64
20150201151756,2015,57,female,white,40000,FALSE,Masters,FALSE,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,65
20150504152505,2015,65,female,white,75000,TRUE,Some college,FALSE,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,66
20150201151627,2015,55,male,white,30000,TRUE,Did not graduate from HS,FALSE,0,0,Midwest,unemployed - on layoff,not employed,FALSE,metropolitan,FALSE,67
20150112142456,2015,44,female,white,40000,TRUE,Some college,TRUE,2,10,Northeast,employed - at work,employed,FALSE,non-metropolitan,FALSE,68
20150202150642,2015,24,male,white,30000,TRUE,Some college,FALSE,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,69
20150201151875,2015,68,female,black,20000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,70
20150605152351,2015,46,male,black,75000,FALSE,Some college,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,71
20150112142222,2015,57,male,white,75000,TRUE,HS,FALSE,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,72
20150806151074,2015,39,female,white,12500,TRUE,HS,TRUE,1,17,South,employed - at work,employed,FALSE,metropolitan,FALSE,73
20150302151386,2015,16,male,white,40000,TRUE,Did not graduate from HS,TRUE,5,5,West,unemployed - looking,"NA",TRUE,metropolitan,FALSE,74
20151109151027,2015,52,male,white,150000,TRUE,Bachelors,TRUE,1,15,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,75
20150908151136,2015,34,male,asian,100000,TRUE,Masters,TRUE,1,0,Northeast,employed - at work,not employed,FALSE,metropolitan,FALSE,76
20151109152135,2015,58,female,white,100000,TRUE,Some college,FALSE,0,0,West,employed - at work,employed,FALSE,non-metropolitan,FALSE,77
20151110151712,2015,38,male,white,50000,TRUE,Some college,TRUE,2,12,South,employed - at work,employed,FALSE,metropolitan,FALSE,78
20150201152176,2015,16,female,white,50000,TRUE,Did not graduate from HS,TRUE,2,13,West,not in labor force,"NA",TRUE,metropolitan,FALSE,79
20150605152370,2015,66,female,black,25000,FALSE,Bachelors,FALSE,0,0,South,unemployed - on layoff,"NA",FALSE,metropolitan,FALSE,80
20150303152505,2015,23,female,white,40000,TRUE,Bachelors,FALSE,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,81
20150908151981,2015,58,male,white,100000,TRUE,Masters,FALSE,0,0,West,employed - at work,not employed,FALSE,metropolitan,FALSE,82
20150605151416,2015,20,female,white,100000,TRUE,Some college,TRUE,1,14,South,employed - at work,"NA",TRUE,metropolitan,FALSE,83
20151009151360,2015,46,male,white,75000,TRUE,Some college,TRUE,2,9,South,employed - at work,employed,FALSE,metropolitan,FALSE,84
20151009152344,2015,85,male,white,35000,TRUE,Some college,FALSE,0,0,West,not in labor force,not employed,FALSE,metropolitan,FALSE,85
20150605151064,2015,28,male,white,40000,TRUE,Some college,TRUE,3,1,West,unemployed - looking,employed,TRUE,metropolitan,FALSE,86
20150403151374,2015,59,male,white,150000,TRUE,Doctoral,TRUE,2,3,South,employed - at work,employed,FALSE,metropolitan,FALSE,87
20151210152309,2015,54,female,white,12500,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,88
20150908150582,2015,50,female,black,25000,FALSE,Some college,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,89
20150112142045,2015,41,female,white,7500,TRUE,Some college,TRUE,2,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,90
20151008151825,2015,39,male,white,75000,TRUE,HS,TRUE,2,14,West,employed - at work,employed,FALSE,metropolitan,FALSE,91
20150908152408,2015,74,female,white,30000,TRUE,Some college,TRUE,1,13,South,not in labor force,not employed,FALSE,metropolitan,FALSE,92
20150302151279,2015,21,male,white,35000,TRUE,HS,TRUE,2,1,West,employed - at work,"NA",FALSE,metropolitan,FALSE,93
20150112140500,2015,55,male,black,100000,TRUE,Bachelors,FALSE,0,0,South,employed - at work,not employed,FALSE,metropolitan,FALSE,94
20150807151572,2015,24,male,white,7500,FALSE,Bachelors,FALSE,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,95
20150112141466,2015,37,male,white,15000,TRUE,HS,TRUE,3,10,South,employed - at work,not employed,FALSE,non-metropolitan,FALSE,96
20150302150511,2015,32,female,asian,35000,TRUE,Bachelors,FALSE,0,0,West,employed - at work,employed,FALSE,metropolitan,FALSE,97
20150604151278,2015,18,male,other,0,FALSE,Did not graduate from HS,TRUE,1,5,South,unemployed - looking,"NA",TRUE,non-metropolitan,FALSE,98
20150112142448,2015,36,female,white,100000,TRUE,Bachelors,TRUE,2,8,South,employed - at work,employed,FALSE,metropolitan,FALSE,99
20150201151174,2015,65,male,black,20000,FALSE,HS,FALSE,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,100
20151211151788,2015,28,female,black,35000,FALSE,Some college,TRUE,2,4,South,employed - at work,"NA",TRUE,non-metropolitan,FALSE,101
20150112141825,2015,51,male,black,30000,TRUE,Some college,FALSE,0,0,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,102
20150706152480,2015,24,female,white,50000,TRUE,Bachelors,FALSE,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,103
20150504151366,2015,71,female,white,10000,FALSE,Did not graduate from HS,FALSE,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,104
20151010152027,2015,35,female,black,0,FALSE,Did not graduate from HS,TRUE,1,14,South,not in labor force,"NA",FALSE,non-metropolitan,FALSE,105
20150807151061,2015,58,male,black,30000,FALSE,Some college,FALSE,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,106
20150404150651,2015,51,female,white,10000,FALSE,Some college,FALSE,0,0,West,unemployed - looking,"NA",FALSE,metropolitan,FALSE,107
20150303150565,2015,39,male,black,100000,FALSE,Bachelors,FALSE,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,108
20150606151056,2015,72,male,black,7500,FALSE,HS,FALSE,0,0,West,not in labor force,"NA",FALSE,metropolitan,FALSE,109
20150504151373,2015,37,male,asian,150000,TRUE,Masters,TRUE,1,3,West,employed - at work,employed,FALSE,metropolitan,FALSE,110
20151110152000,2015,24,male,black,35000,FALSE,HS,TRUE,1,14,Northeast,employed - at work,"NA",TRUE,metropolitan,FALSE,111
20150403151344,2015,28,male,white,100000,TRUE,Some college,TRUE,1,2,Northeast,employed - at work,employed,FALSE,non-metropolitan,FALSE,112
20151110151746,2015,36,female,white,35000,FALSE,Some college,TRUE,1,14,South,unemployed - looking,"NA",TRUE,metropolitan,FALSE,113
20151109151962,2015,51,female,white,75000,TRUE,Some college,TRUE,1,12,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,114
20150908150888,2015,80,male,black,50000,TRUE,Bachelors,FALSE,0,0,South,not in labor force,not employed,FALSE,metropolitan,FALSE,115
20150907151007,2015,50,male,white,150000,TRUE,Bachelors,TRUE,3,7,Northeast,employed - at work,not employed,FALSE,metropolitan,FALSE,116
20150112141072,2015,39,female,white,35000,TRUE,HS,TRUE,3,7,West,employed - at work,employed,FALSE,metropolitan,FALSE,117
20150807151737,2015,40,female,black,150000,TRUE,Bachelors,TRUE,2,11,South,employed - at work,employed,FALSE,metropolitan,FALSE,118
20150302152011,2015,60,female,black,15000,FALSE,HS,FALSE,0,0,South,unemployed - on layoff,"NA",FALSE,metropolitan,FALSE,119
20150101151018,2015,61,female,white,75000,FALSE,Doctoral,FALSE,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,120
20151211151012,2015,43,male,asian,35000,TRUE,HS,TRUE,2,9,South,employed - at work,employed,FALSE,metropolitan,FALSE,121
20150112142352,2015,68,female,white,75000,FALSE,Masters,FALSE,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,122
20150504150808,2015,46,female,white,100000,TRUE,Masters,TRUE,1,12,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,123
20150302151565,2015,26,male,white,40000,TRUE,HS,TRUE,1,4,South,employed - at work,employed,FALSE,metropolitan,FALSE,124
20150807151644,2015,34,male,white,60000,TRUE,HS,TRUE,2,3,West,employed - at work,not employed,FALSE,metropolitan,FALSE,125
20150403151341,2015,51,male,white,60000,TRUE,HS,TRUE,3,11,Northeast,employed - at work,employed,FALSE,non-metropolitan,FALSE,126
20150604150532,2015,33,female,white,75000,TRUE,HS,TRUE,2,4,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,127
20150807151872,2015,23,female,white,60000,TRUE,Some college,TRUE,1,0,South,employed - at work,employed,FALSE,non-metropolitan,FALSE,128
20150707150967,2015,31,female,white,40000,FALSE,Bachelors,FALSE,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,129
20151212150030,2015,39,male,white,100000,TRUE,Bachelors,TRUE,4,0,West,employed - at work,not employed,FALSE,metropolitan,FALSE,130
20150604151836,2015,58,male,black,50000,TRUE,HS,FALSE,0,0,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,131
20150403151809,2015,47,female,other,50000,TRUE,Bachelors,TRUE,2,7,Midwest,employed - at work,employed,FALSE,non-metropolitan,FALSE,132
20151009152026,2015,77,female,white,75000,TRUE,Did not graduate from HS,TRUE,3,6,West,not in labor force,"NA",FALSE,non-metropolitan,FALSE,133
20150302151187,2015,61,male,white,20000,FALSE,Masters,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,non-metropolitan,FALSE,134
20150807152154,2015,65,female,other,35000,FALSE,Did not graduate from HS,FALSE,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,135
20150404151196,2015,39,male,white,40000,FALSE,HS,FALSE,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,136
20150302152346,2015,21,female,black,20000,TRUE,Some college,TRUE,4,7,Northeast,unemployed - looking,"NA",TRUE,metropolitan,FALSE,137
20150201151834,2015,43,female,white,150000,TRUE,Masters,TRUE,3,5,West,not in labor force,employed,FALSE,metropolitan,FALSE,138
20150605150881,2015,64,male,white,50000,TRUE,HS,FALSE,0,0,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,139
20151009152418,2015,25,female,white,25000,FALSE,Some college,FALSE,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,140
20150201152230,2015,38,female,white,75000,TRUE,Masters,FALSE,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,141
20150302151279,2015,21,male,white,35000,TRUE,HS,TRUE,2,1,West,employed - at work,"NA",FALSE,metropolitan,FALSE,142
20151110152465,2015,54,male,white,100000,TRUE,Bachelors,TRUE,2,3,West,employed - at work,not employed,FALSE,metropolitan,FALSE,143
20150301151445,2015,46,female,black,40000,FALSE,Some college,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,144
20151110152273,2015,51,female,white,30000,TRUE,HS,FALSE,0,0,South,not in labor force,"NA",TRUE,non-metropolitan,FALSE,145
20150112141783,2015,55,female,white,50000,TRUE,HS,FALSE,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,146
20150505152256,2015,30,female,other,35000,TRUE,Some college,TRUE,1,6,West,employed - absent,employed,FALSE,metropolitan,FALSE,147
20151008151890,2015,42,male,white,75000,TRUE,Some college,FALSE,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,148
20150303152118,2015,29,female,white,150000,TRUE,Doctoral,TRUE,1,3,Midwest,employed - absent,employed,FALSE,metropolitan,FALSE,149
20151110150786,2015,29,male,white,150000,FALSE,Bachelors,FALSE,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,150
20151110150850,2015,21,female,white,75000,TRUE,Some college,FALSE,0,0,Midwest,employed - absent,"NA",TRUE,metropolitan,FALSE,151
20150201151186,2015,36,female,white,100000,TRUE,Some college,TRUE,2,10,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,152
20150302151907,2015,15,male,white,10000,FALSE,Did not graduate from HS,TRUE,2,8,South,not in labor force,"NA",TRUE,metropolitan,FALSE,153
20150111141878,2015,53,female,white,50000,TRUE,HS,TRUE,1,15,South,employed - at work,not employed,FALSE,metropolitan,FALSE,154
20150907151493,2015,40,male,white,75000,TRUE,Bachelors,TRUE,1,10,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,155
20150504151626,2015,85,female,white,12500,FALSE,HS,FALSE,0,0,Northeast,not in labor force,"NA",FALSE,metropolitan,FALSE,156
20150403150553,2015,37,female,black,7500,FALSE,Some college,TRUE,4,10,South,employed - at work,"NA",FALSE,metropolitan,FALSE,157
20150302152288,2015,16,female,white,75000,TRUE,Did not graduate from HS,TRUE,2,16,South,not in labor force,"NA",TRUE,non-metropolitan,FALSE,158
20151211152457,2015,38,male,white,20000,TRUE,HS,TRUE,1,9,West,employed - at work,not employed,FALSE,metropolitan,FALSE,159
20150403151296,2015,65,male,white,50000,TRUE,HS,FALSE,0,0,Northeast,not in labor force,employed,FALSE,metropolitan,FALSE,160
20150908150764,2015,33,male,asian,100000,TRUE,Some college,FALSE,0,0,West,employed - at work,employed,TRUE,metropolitan,FALSE,161
20151009151482,2015,52,female,white,150000,TRUE,Bachelors,TRUE,1,8,South,employed - at work,employed,FALSE,metropolitan,FALSE,162
20151009150526,2015,43,female,white,60000,TRUE,Some college,FALSE,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,163
20151110152457,2015,62,female,black,5000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,employed - absent,"NA",FALSE,metropolitan,FALSE,164
20150707150605,2015,57,female,white,0,FALSE,Bachelors,FALSE,0,0,South,employed - absent,"NA",FALSE,metropolitan,FALSE,165
20150301152365,2015,36,male,asian,100000,TRUE,Masters,TRUE,1,5,South,employed - at work,employed,FALSE,metropolitan,FALSE,166
20150201152402,2015,16,female,white,60000,FALSE,Did not graduate from HS,TRUE,1,16,West,not in labor force,"NA",TRUE,metropolitan,FALSE,167
20150908151958,2015,47,female,black,25000,FALSE,HS,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,168
20150807150644,2015,57,male,white,15000,FALSE,HS,FALSE,0,0,Northeast,unemployed - looking,employed,FALSE,metropolitan,FALSE,169
20150302152230,2015,42,female,white,75000,TRUE,HS,TRUE,1,6,South,not in labor force,employed,FALSE,metropolitan,FALSE,170
20150301151600,2015,52,male,asian,25000,TRUE,Some college,FALSE,0,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,171
20150605150115,2015,55,female,white,15000,TRUE,HS,FALSE,0,0,South,not in labor force,"NA",TRUE,metropolitan,FALSE,172
20150504151489,2015,42,female,white,75000,FALSE,Bachelors,TRUE,1,10,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,173
20151111151565,2015,53,male,white,60000,FALSE,Some college,FALSE,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,174
20150302152106,2015,44,male,white,100000,TRUE,Bachelors,TRUE,1,7,South,employed - at work,employed,FALSE,metropolitan,FALSE,175
20150302151376,2015,66,female,white,10000,FALSE,HS,FALSE,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,176
20150301150534,2015,41,male,white,50000,FALSE,HS,FALSE,0,0,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,177
20150112142239,2015,27,female,black,30000,FALSE,Some college,FALSE,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,178
20151009150150,2015,65,female,white,60000,FALSE,HS,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,179
20150302151748,2015,36,male,asian,150000,FALSE,Doctoral,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,180
20151211151685,2015,25,male,white,40000,FALSE,Some college,FALSE,0,0,West,not in labor force,"NA",TRUE,metropolitan,FALSE,181
20150908152369,2015,42,male,white,150000,TRUE,Bachelors,TRUE,3,5,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,182
20150302150585,2015,51,female,white,50000,TRUE,HS,TRUE,1,16,South,employed - at work,employed,FALSE,metropolitan,FALSE,183
20150605151050,2015,22,male,white,40000,FALSE,HS,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,184
20151210152420,2015,37,female,white,40000,FALSE,Bachelors,FALSE,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,185
20150807152379,2015,79,female,white,25000,TRUE,Some college,FALSE,0,0,Midwest,not in labor force,not employed,FALSE,metropolitan,FALSE,186
20150302152446,2015,71,male,white,75000,TRUE,Masters,FALSE,0,0,West,not in labor force,not employed,FALSE,metropolitan,FALSE,187
20150201150951,2015,58,male,white,100000,TRUE,HS,FALSE,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,188
20150706150788,2015,70,male,white,12500,TRUE,HS,FALSE,0,0,South,not in labor force,not employed,FALSE,non-metropolitan,FALSE,189
20150403152009,2015,58,female,white,10000,FALSE,Some college,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,190
20150807152143,2015,35,male,white,0,FALSE,Bachelors,FALSE,0,0,South,unemployed - looking,"NA",FALSE,metropolitan,FALSE,191
20150505151460,2015,73,female,white,30000,FALSE,Bachelors,FALSE,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,192
20150112140618,2015,62,male,white,50000,TRUE,Some college,FALSE,0,0,West,employed - at work,not employed,FALSE,metropolitan,FALSE,193
20150909152427,2015,32,male,black,35000,FALSE,Some college,FALSE,0,0,Midwest,unemployed - looking,"NA",TRUE,metropolitan,FALSE,194
20150202150500,2015,38,male,white,100000,TRUE,Bachelors,FALSE,0,0,West,employed - at work,employed,FALSE,metropolitan,FALSE,195
20150111141747,2015,64,male,white,35000,FALSE,Bachelors,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,196
20150908151979,2015,72,male,white,40000,TRUE,Some college,FALSE,0,0,Northeast,not in labor force,not employed,FALSE,metropolitan,FALSE,197
20150908151447,2015,60,male,black,40000,FALSE,HS,FALSE,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,198
20150112142289,2015,34,female,black,7500,FALSE,Some college,TRUE,2,10,South,employed - absent,"NA",FALSE,non-metropolitan,FALSE,199
20150112140937,2015,65,male,black,10000,FALSE,Some college,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,200
20150707150509,2015,66,female,white,40000,TRUE,HS,FALSE,0,0,Midwest,not in labor force,not employed,FALSE,non-metropolitan,FALSE,201
20150112141104,2015,61,male,white,75000,TRUE,HS,TRUE,1,10,West,employed - at work,employed,FALSE,metropolitan,FALSE,202
